,Scoring Average_AVG,Scoring Average_TOTAL ROUNDS,Scoring Average_TOTAL STROKES,Greens in Regulation Percentage_%,Driving Distance_AVG.,Club Head Speed_AVG.,Ball Speed_AVG.,Spin Rate_AVG.,Carry Distance_AVG.,SG: Off-the-Tee_TOTAL SG:OTT,SG: Around-the-Green_TOTAL SG:ARG,SG: Approach the Green_TOTAL SG:APP,SG: Putting_AVERAGE,SG: Putting_TOTAL SG:PUTTING,SG: Tee-to-Green_AVERAGE,SG: Tee-to-Green_SG:OTT,SG: Tee-to-Green_SG:APR,SG: Tee-to-Green_SG:ARG,Rough Tendency_%,Sand Save Percentage_%,Hit Fairway Percentage_%,Fairway Bunker Tendency_%,Bogey Average_AVERAGE BOGEYS PER ROUND,Birdie Average_AVG,Going for the Green_%,Year,Win,Scrambling_%,Putting Average_AVG
13,70.20576470588236,3.9411764705882355,277.4117647058824,63.56235294117647,293.7117647058824,115.696,171.486,2879.0,278.97999999999996,0.65325,-0.45606250000000004,0.3868124999999999,0.48775,2.155,0.1611875,0.13318750000000001,0.1585625,-0.1303125,28.88,45.452352941176464,59.571875,7.8,2.666470588235294,3.9752941176470586,61.794666666666664,2011.0,0.0,57.83,1.7181176470588235
14,70.14999999999999,3.909090909090909,275.09090909090907,63.805454545454545,295.3818181818182,114.61333333333333,169.8411111111111,2421.0444444444447,279.4888888888889,-1.258,0.5495555555555556,1.5748888888888888,0.4596666666666666,1.4128888888888889,0.21744444444444447,-0.3651111111111111,0.412,0.17066666666666666,37.36888888888889,46.18090909090909,51.224444444444444,8.266666666666667,2.6363636363636362,3.9318181818181817,58.1775,2011.0,0.0,61.77272727272727,1.7263636363636363
15,70.925,4.0,285.0,61.11,285.6,118.5,175.25,2922.3,285.7,-0.185,0.669,-1.58,1.794,5.381,-0.366,-0.062,-0.527,0.223,50.0,41.67,35.71,14.3,4.0,5.25,58.33,2011.0,0.0,42.86,1.75
16,70.9883125,3.9375,278.4375,64.12125,285.925,108.93599999999999,161.75733333333335,2233.8066666666664,267.14,-1.7041250000000001,-0.17937500000000003,1.27125,0.2914375,1.1443124999999998,-0.179,-0.4485,0.32899999999999996,-0.059562500000000004,29.791875,47.57875,60.268125,6.8625,2.734375,3.90125,44.07866666666667,2011.0,0.0,57.334375,1.7285625
17,69.9777,4.0,278.6,69.2911111111111,286.5,106.56428571428572,158.18,2547.2571428571428,264.74285714285713,-0.42722222222222217,-0.2777777777777778,2.245111111111111,0.39233333333333337,1.5684444444444445,0.385,-0.10688888888888888,0.5613333333333332,-0.06944444444444443,22.85,39.845555555555556,72.31888888888889,3.822222222222222,2.4,4.05,51.33222222222222,2011.0,0.0,57.00444444444444,1.7523333333333335
18,70.02728571428572,4.0,279.5,66.76642857142858,283.7214285714286,108.94416666666666,161.58583333333334,2518.2166666666667,264.14166666666665,0.3146923076923077,0.4548461538461538,1.4273846153846155,0.3880769230769231,1.5059230769230767,0.558923076923077,0.08076923076923079,0.351,0.12723076923076923,22.17076923076923,44.40538461538461,68.92,6.2846153846153845,2.3214285714285716,3.732142857142857,48.74769230769231,2011.0,1.0,64.19,1.7632857142857143
19,69.9734,4.0,280.3,66.25,277.1,107.83399999999999,158.488,2784.566666666667,255.98000000000002,0.20469999999999997,0.5711999999999999,0.0817,0.7118,2.8465,0.2142,0.05130000000000001,0.02049999999999999,0.14279999999999998,20.536,62.484,73.75,4.130000000000001,2.25,3.575,38.531,2011.0,0.0,64.815,1.7693
20,70.70081818181819,4.0,282.54545454545456,67.361,290.57,112.97,166.94625,2811.828571428571,273.9375,0.7574,-0.9796000000000001,-0.06250000000000014,0.6591,2.4286000000000003,-0.08710000000000001,0.192,-0.0027000000000000136,-0.2765,21.849,45.268,68.526,6.55,2.75,3.75,46.751,2011.0,0.0,56.247,1.7576999999999998
21,69.96557142857144,4.0,279.6666666666667,69.63428571428571,297.37142857142857,117.24117647058823,173.3129411764706,3043.805882352941,284.43529411764706,2.2886470588235297,0.3502352941176471,0.2743529411764707,0.39923529411764713,1.3110588235294118,0.8449411764705883,0.6208823529411764,0.12258823529411765,0.10129411764705883,28.09941176470588,43.82142857142857,64.91823529411764,5.676470588235294,2.394285714285714,3.834761904761905,69.289375,2011.0,1.0,59.07619047619047,1.7669047619047618
22,70.70142105263157,4.0,281.1578947368421,69.89333333333333,293.8666666666667,112.468125,166.825625,2546.425,276.48125,0.5124117647058823,-0.06452941176470589,0.38652941176470584,0.17729411764705882,0.49288235294117644,0.19935294117647057,0.09482352941176471,0.1328235294117647,-0.028235294117647063,29.89588235294118,47.16235294117647,60.46529411764706,6.411764705882353,2.5384210526315787,3.7815789473684207,49.56625,2011.0,0.0,58.52777777777778,1.7794999999999999
23,70.14054545454546,4.0,278.3636363636364,71.806,294.86,111.48222222222222,165.10000000000002,2514.8333333333335,278.4777777777778,2.1338999999999997,-0.2206,0.1238,0.4600000000000001,1.8401,0.5095000000000001,0.5338,0.031099999999999996,-0.05519999999999999,23.707,66.167,69.107,4.5,2.0,3.909090909090909,60.943,2011.0,0.0,64.924,1.7606000000000002
24,72.403,4.0,294.0,59.72,266.6,109.27,160.04,2972.8,258.6,-0.92,-1.668,-1.897,0.718,2.872,-1.122,-0.23,-0.474,-0.417,25.0,62.5,69.64,5.4,3.75,2.75,18.75,2011.0,0.0,55.17,1.907
25,70.364,4.0,280.1764705882353,69.3575,283.45625,110.30333333333333,162.716,2815.06,269.64666666666665,0.8534375,1.7005625,0.605625,0.10212500000000001,0.36112500000000003,0.852125,0.232625,0.16387500000000002,0.4555,22.69875,52.169375,72.358125,3.5,2.426470588235294,3.7205882352941178,53.5875,2011.0,0.0,64.48,1.766625
26,70.52477777777777,4.0,282.22222222222223,59.72125,296.3625,118.03999999999999,172.8542857142857,2838.0,278.81428571428575,0.185125,1.9585000000000004,-3.423875,0.75325,2.405125,-0.36812500000000004,0.085875,-1.03925,0.584875,28.7425,52.3675,60.83875,6.2,2.888888888888889,4.0,57.905,2011.0,0.0,58.9375,1.7273749999999999
27,70.36191304347827,4.043478260869565,283.0,67.22227272727274,292.74545454545455,114.74300000000001,169.67149999999998,2798.125,271.80526315789473,1.1042727272727273,0.8568181818181817,-0.9797272727272728,0.541590909090909,2.223590909090909,0.2563636363636364,0.28368181818181815,-0.24818181818181817,0.2208181818181818,24.797272727272727,47.33181818181818,66.93909090909091,5.913636363636363,2.35,3.904347826086956,46.069545454545455,2011.0,0.0,63.22318181818182,1.7532727272727273
28,69.69783333333334,3.9444444444444446,276.1666666666667,68.67277777777777,299.17777777777775,114.325,169.71285714285713,2479.75,282.87857142857143,2.3985333333333334,0.1256666666666667,2.170666666666667,0.03166666666666665,0.08539999999999992,1.1809333333333332,0.6129333333333332,0.5504,0.017866666666666673,28.111333333333334,50.187222222222225,63.604000000000006,6.6066666666666665,2.643333333333333,3.703888888888889,65.21642857142857,2011.0,0.0,59.74388888888888,1.7757777777777777
29,70.543,4.0,280.8,66.668,292.96,112.7775,166.975,2773.325,265.9,0.127,0.5094000000000001,1.1885999999999999,0.48819999999999997,1.8328,0.5082,0.05399999999999999,0.3402,0.11339999999999999,28.788,52.072,65.538,3.8599999999999994,2.35,3.75,44.364,2011.0,1.0,64.104,1.7428000000000001
30,71.835,4.0,286.0,58.33,319.0,,,,,0.459,1.279,-3.097,0.505,2.02,-0.34,0.115,-0.774,0.32,20.37,45.45,79.63,0.0,3.0,3.0,61.11,2011.0,0.0,63.33,1.762
31,70.58869999999999,4.0,280.0,72.57,294.2625,116.57625,172.0725,2940.7,283.1142857142857,1.865875,-0.7577499999999999,2.3675,-0.41387499999999994,-1.27,0.925625,0.50375,0.6455,-0.22375,30.35,39.792500000000004,61.33,4.725,2.425,3.9,58.475,2011.0,0.0,56.01375,1.7922500000000001
32,70.44945454545454,4.090909090909091,285.8181818181818,74.916,300.12,114.97333333333333,168.91333333333333,2809.6555555555556,272.31111111111113,3.6061,-1.1027,2.7268,-0.9557,-3.6387,1.4343,0.9640000000000001,0.7712,-0.30100000000000005,24.362000000000002,42.751,70.02799999999999,3.09,2.5545454545454547,4.095454545454545,77.264,2011.0,0.0,52.497,1.8088000000000002
33,74.609,4.0,305.0,55.56,291.5,,,,,,,,,,,,,,,40.0,,,6.0,2.25,,2011.0,0.0,31.25,1.925
34,71.248,4.0,295.0,47.22,295.3,,,,,-1.781,-1.446,-2.85,0.273,1.09,-1.52,-0.445,-0.713,-0.362,43.64,66.67,52.73,3.6,4.5,2.25,9.09,2011.0,0.0,47.37,1.765
35,70.04976190476191,4.0476190476190474,283.5238095238095,69.5555,299.40999999999997,115.36333333333333,171.05666666666667,2626.729411764706,279.68888888888887,1.956,-0.46133333333333326,1.1746666666666665,0.2305,0.8531666666666666,0.6512222222222221,0.4936111111111111,0.3091666666666667,-0.1516111111111111,25.407777777777778,61.083000000000006,66.56666666666666,4.866666666666666,2.357142857142857,3.9000000000000004,51.315,2011.0,0.0,58.6385,1.7847000000000002
36,69.063125,3.9375,271.8125,65.6825,288.00625,110.46428571428571,163.98642857142858,2572.657142857143,273.51428571428573,0.7011428571428572,1.1028571428571428,1.1022142857142858,0.9904285714285714,3.6783571428571427,0.7597857142857142,0.182,0.306,0.2715714285714286,28.818571428571428,55.5175,63.685,4.971428571428571,2.46375,4.25,52.02923076923077,2011.0,1.0,63.1325,1.6895
37,70.360375,4.0,281.6875,66.145,295.1375,113.69928571428571,168.67642857142854,2850.2785714285715,277.65,0.8780666666666667,-0.6062666666666666,1.6237333333333335,0.1633333333333333,0.6111333333333333,0.4870666666666667,0.21526666666666666,0.4302,-0.15833333333333333,23.670666666666666,48.322,66.52466666666666,7.386666666666668,2.671875,3.890625,52.84,2011.0,1.0,54.99,1.7614375
38,70.07995454545454,4.0,279.1363636363636,68.10714285714286,287.75714285714287,114.15799999999999,168.528,3161.9473684210525,266.355,0.05510000000000004,0.44275000000000003,1.76965,0.37715,1.3665,0.59755,0.0043000000000000035,0.47330000000000005,0.12,25.928499999999996,50.833,66.08,5.795,2.3554545454545455,3.894545454545455,46.35578947368421,2011.0,0.0,62.40571428571428,1.7483809523809524
39,70.245,4.0,286.5,55.555,284.85,110.02,163.38,2493.0,269.7,-1.1565,2.933,-2.3520000000000003,0.617,1.924,0.055999999999999994,-0.2715,-0.738,1.065,27.94,45.835,69.31,2.75,3.75,3.125,34.09,2011.0,0.0,56.745000000000005,1.7415
40,69.80966666666667,4.0,279.0,68.336,315.04,118.9625,175.3675,2769.45,287.1,2.1698,0.8524,3.2085999999999997,-0.6808,-2.723,1.5575999999999999,0.5426,0.8022,0.2132,25.284,57.739999999999995,62.948,6.58,2.375,3.875,72.668,2011.0,0.0,54.312,1.7550000000000001
41,74.985,4.0,291.0,61.11,280.4,110.02,163.19,2735.3,278.2,-4.603,3.673,-4.876,-1.533,-6.133,-1.452,-1.151,-1.219,0.918,32.14,66.67,64.29,1.8,3.0,3.5,37.5,2011.0,0.0,64.29,1.886
42,70.2044090909091,4.0,280.09090909090907,67.43681818181818,283.2681818181818,106.39349999999999,157.8245,2315.37,262.415,0.8015238095238095,-0.22466666666666665,2.177,0.19123809523809523,0.5344761904761904,0.7066666666666667,0.19514285714285715,0.5652380952380953,-0.05366666666666667,23.097619047619048,51.42090909090909,71.83095238095238,3.685714285714286,2.4554545454545456,3.9695454545454543,50.757,2011.0,0.0,61.306363636363635,1.7324090909090908
43,69.98666666666666,4.055555555555555,284.0,63.84117647058823,271.02352941176474,103.23533333333333,152.762,2430.173333333333,246.43333333333334,-0.86375,2.0292499999999998,0.9878125,0.581125,2.087625,0.6026874999999999,-0.2505625,0.3115625,0.541625,19.245625,60.722941176470584,73.93125,5.36875,2.2694444444444444,3.7861111111111114,26.50125,2011.0,0.0,67.44529411764705,1.7501764705882352
44,69.77281818181818,4.0,277.45454545454544,71.94500000000001,291.91999999999996,111.04125,162.865,2728.9375,268.55,0.5048,0.8390000000000001,1.4264000000000001,0.2944,1.0938999999999999,0.6805,0.13879999999999998,0.3456,0.196,23.681,47.968,70.84,3.1399999999999997,1.9545454545454546,3.8181818181818183,46.260000000000005,2011.0,1.0,61.664,1.7757999999999998
45,69.77486666666667,4.0,276.6666666666667,68.06866666666666,282.3333333333333,109.54384615384615,162.23692307692306,2897.7538461538466,258.4230769230769,-0.849,1.3106428571428572,0.2371428571428571,1.2615,4.507,0.14014285714285715,-0.27171428571428574,0.06221428571428571,0.3494285714285715,21.912857142857142,60.965333333333334,70.89785714285715,5.142857142857143,2.108,4.298666666666667,42.0523076923077,2011.0,1.0,66.11,1.6940666666666668
46,70.38766666666668,4.0,282.05555555555554,69.75333333333333,314.1222222222222,124.65153846153846,184.41076923076923,2803.5384615384614,300.1,3.654857142857143,-1.083357142857143,1.0767857142857142,-0.10857142857142855,-0.45121428571428573,0.975,0.9357857142857143,0.31157142857142855,-0.272,31.73071428571429,41.03,59.71714285714285,5.1571428571428575,2.875,3.986111111111111,73.825,2011.0,1.0,49.53388888888889,1.7806111111111111
47,69.10214285714285,4.0,275.2857142857143,73.61142857142856,290.64285714285717,113.244,167.132,2455.9800000000005,276.84000000000003,1.6808333333333334,0.5036666666666666,2.7768333333333337,0.5750000000000001,2.2998333333333334,1.2405000000000002,0.4203333333333334,0.6941666666666667,0.12583333333333332,32.195,73.705,63.02666666666667,2.1,1.7142857142857142,3.7142857142857144,56.95333333333334,2011.0,0.0,66.13714285714286,1.7592857142857141
48,70.58036363636364,4.0,278.3636363636364,67.5,286.2,110.05799999999999,162.797,2515.2888888888892,265.89,-1.9003999999999999,0.8097,0.7398,0.4479,1.7917,-0.08759999999999998,-0.4751,0.185,0.20260000000000003,28.174,58.57000000000001,64.272,4.59,2.522727272727273,4.181818181818182,53.873000000000005,2011.0,0.0,60.29,1.7308
49,70.03,4.0,279.0,67.5,298.16,113.11800000000001,167.334,2594.1,275.8,0.35239999999999994,0.2528,-0.18499999999999997,0.5554,2.2224,0.1048,0.08820000000000001,-0.0462,0.06300000000000001,34.518,52.760000000000005,55.370000000000005,6.859999999999999,2.357142857142857,3.8214285714285716,56.2,2011.0,0.0,59.576,1.7675999999999998
50,70.33327272727273,4.0,280.72727272727275,68.07761904761905,295.9142857142857,114.7435,168.4495,2730.65,273.95500000000004,0.5521904761904762,0.4570952380952381,-0.26152380952380955,0.41333333333333333,1.7243809523809526,0.17290476190476192,0.15857142857142859,-0.11533333333333332,0.12980952380952382,28.658095238095235,37.6085,60.61142857142857,7.661904761904762,2.375,3.6386363636363637,60.7795,2011.0,0.0,61.07142857142857,1.780047619047619
51,70.28699999999999,3.9166666666666665,274.9166666666667,67.7075,296.06666666666666,113.11300000000001,167.869,2351.87,276.93,0.2267272727272727,0.28490909090909095,2.804727272727273,0.13881818181818179,0.5694545454545454,0.8901818181818182,0.05881818181818183,0.7266363636363636,0.10472727272727274,29.583636363636366,41.31545454545455,61.804545454545455,6.790909090909091,2.59,3.9441666666666664,57.185,2011.0,0.0,60.336666666666666,1.7440833333333332
52,71.53399999999999,4.0,282.3333333333333,62.96333333333333,287.93333333333334,109.33,161.575,2536.0,264.05,-1.0093333333333334,-1.6853333333333333,-1.0356666666666665,0.7726666666666667,2.981333333333333,-0.991,-0.286,-0.2836666666666667,-0.4216666666666667,20.12666666666667,32.5,77.89,2.0,2.5,4.25,44.076666666666675,2011.0,0.0,61.89000000000001,1.7236666666666667
53,69.96504761904762,3.9523809523809526,276.1904761904762,67.43761904761905,292.0857142857143,110.99904761904762,164.81,2109.214285714286,270.1333333333333,0.5974761904761904,0.378,0.815047619047619,0.5161428571428571,2.0783809523809524,0.43376190476190474,0.15861904761904763,0.17828571428571427,0.09685714285714285,28.168095238095237,48.022000000000006,63.913333333333334,5.995238095238095,2.4404761904761907,3.9604761904761907,54.88250000000001,2011.0,0.0,60.3947619047619,1.7419523809523811
54,69.861,4.0,280.05,71.82849999999999,291.805,113.61,168.13111111111112,2840.805882352941,269.8882352941177,0.45436842105263164,-0.4724210526315789,4.629421052631579,-0.2604736842105263,-1.076736842105263,1.1563684210526315,0.12189473684210525,1.169315789473684,-0.13473684210526315,24.492105263157896,40.123000000000005,66.06368421052632,5.989473684210526,2.58,3.7439999999999998,48.99722222222223,2011.0,0.0,58.98350000000001,1.80185
55,70.49,4.142857142857143,293.2857142857143,60.69333333333333,268.56666666666666,109.39,160.99833333333333,2953.0333333333333,248.66666666666666,-2.4931666666666668,2.0726666666666667,1.253,0.10233333333333335,0.43116666666666675,0.30633333333333335,-0.6958333333333333,0.4495,0.5526666666666666,28.784999999999997,65.04333333333334,60.68,7.466666666666666,2.8000000000000003,3.1214285714285714,36.531666666666666,2011.0,0.0,62.38833333333333,1.7996666666666667
56,69.61928571428571,4.0,282.0,65.97214285714286,297.0642857142857,116.80000000000001,172.60000000000002,2606.9666666666667,285.9888888888889,1.959,0.4828,1.1477,0.0522,0.20929999999999999,0.8977999999999999,0.4899,0.2871,0.1207,30.75,58.49285714285714,62.412,5.76,2.767857142857143,3.625,57.88099999999999,2011.0,1.0,60.337857142857146,1.7787857142857142
57,69.39333333333333,4.0,278.7083333333333,69.21,298.7695652173913,116.42142857142856,172.5157142857143,3054.5904761904762,271.77142857142854,0.8394285714285714,1.5412857142857141,1.2795238095238095,0.549,2.093285714285714,0.9857619047619048,0.22495238095238096,0.3569047619047619,0.40395238095238095,31.71761904761905,57.16782608695653,58.48238095238096,7.404761904761905,2.2095833333333332,3.5375,55.513,2011.0,0.0,65.16608695652174,1.785608695652174
58,70.65025,4.0,279.5,75.46333333333332,318.8,118.42666666666666,172.25,2925.6666666666665,290.3333333333333,4.9190000000000005,-1.5263333333333333,0.7333333333333333,-0.23399999999999999,-0.9373333333333332,1.0313333333333334,1.2300000000000002,0.18299999999999997,-0.38166666666666665,29.523333333333337,47.620000000000005,66.24333333333334,2.4,2.5,3.75,83.33333333333333,2011.0,0.0,49.123333333333335,1.7913333333333334
59,70.62015789473683,3.9473684210526314,277.5263157894737,67.81105263157895,298.9842105263158,118.2435294117647,174.99705882352941,2728.4529411764706,290.8235294117647,1.5625882352941176,0.7464705882352942,1.206235294117647,-0.1710588235294118,-0.7447058823529412,0.8938235294117647,0.4163529411764706,0.28941176470588237,0.18805882352941178,27.588823529411766,45.51052631578948,62.72117647058823,5.876470588235294,2.451578947368421,4.333157894736842,66.738125,2011.0,0.0,54.921578947368424,1.7439473684210525
60,70.49723529411764,3.9411764705882355,277.1764705882353,64.38,286.34117647058827,111.50687500000001,164.00125,2786.73125,267.19375,-0.545235294117647,1.0997647058823528,-1.865529411764706,0.9645882352941176,3.7242941176470588,-0.4168235294117647,-0.14117647058823532,-0.5906470588235294,0.31511764705882356,29.478823529411763,51.862941176470585,62.97,5.705882352941177,2.3870588235294115,3.8088235294117645,45.49875,2011.0,0.0,63.02882352941177,1.737470588235294
61,70.09864705882353,4.0,279.88235294117646,69.60882352941177,294.1705882352941,110.25714285714285,163.62285714285713,2662.6785714285716,274.15714285714284,1.4375625,-1.3535625,2.6025625,0.28706250000000005,1.1714375,0.6684375,0.3646875,0.652875,-0.349,25.811875,44.35,67.033125,5.81875,2.5588235294117645,4.147058823529412,50.56875,2011.0,1.0,56.75,1.7381764705882352
62,68.396,4.0,275.0,61.11,313.0,119.63,177.65,2829.3,295.6,4.624,0.034,-4.647,1.6,6.4,0.003,1.156,-1.162,0.009,21.82,80.0,74.55,3.6,2.5,4.5,87.5,2011.0,0.0,57.14,1.659
63,70.280625,4.0625,284.0,64.913125,297.5375,120.166,176.35733333333334,3234.5,287.12142857142857,2.3090625,-0.535375,-1.0290625,0.612375,2.3577500000000002,0.22525,0.589125,-0.23456249999999998,-0.1293125,24.8175,44.495,66.005,5.7125,2.353125,3.996875,73.64812500000001,2011.0,0.0,62.941874999999996,1.7388124999999999
64,69.86466666666666,4.0,279.6666666666667,65.37714285714286,277.37142857142857,108.25999999999999,159.08333333333334,2699.5545454545454,257.78333333333336,-0.8827142857142858,0.7254285714285713,1.9417142857142857,0.6177857142857143,2.1717142857142857,0.4792142857142857,-0.22349999999999998,0.5272142857142856,0.1752142857142857,21.285714285714285,50.16142857142857,71.25571428571429,6.078571428571429,2.2666666666666666,3.683333333333333,42.246428571428574,2011.0,0.0,63.92428571428571,1.7348571428571429
65,69.57566666666666,4.066666666666666,282.3333333333333,69.16666666666667,298.94666666666666,112.13642857142858,166.41428571428574,2352.421428571429,278.04285714285714,0.23564285714285707,0.6197857142857143,3.094642857142857,0.2502857142857143,0.8198571428571428,0.9904999999999999,0.017999999999999985,0.7724285714285715,0.2000714285714286,31.787857142857142,55.70066666666666,56.57857142857143,8.45,2.39,4.17,52.57714285714286,2011.0,1.0,60.146,1.7285333333333335
66,70.46646153846153,4.0,281.7692307692308,64.69916666666667,278.64166666666665,107.66900000000001,159.774,2447.55,258.46999999999997,0.02783333333333334,2.71625,-0.7428333333333335,0.054249999999999986,0.14441666666666664,0.51625,-0.019000000000000003,-0.21091666666666664,0.74625,21.033333333333335,67.78083333333333,71.77583333333334,5.541666666666667,2.576923076923077,3.3846153846153846,34.69916666666666,2011.0,0.0,64.87583333333333,1.7871666666666668
67,70.179125,4.0,279.3125,70.27666666666667,292.37333333333333,112.38714285714286,166.66428571428574,2647.3928571428573,273.6142857142857,0.6993333333333334,-0.06486666666666668,2.3528000000000002,-0.22146666666666667,-0.6309333333333332,0.7091999999999999,0.1888,0.5341333333333333,-0.013866666666666668,31.576,51.980000000000004,60.666666666666664,5.293333333333334,2.38875,3.9050000000000002,55.10785714285714,2011.0,0.0,59.202,1.7664
68,71.337,4.0,287.3333333333333,37.5,284.1,,,,,-4.314,-3.512,-4.848,0.922,3.687,-3.169,-1.079,-1.212,-0.878,48.21,62.5,50.0,1.8,3.3333333333333335,3.3333333333333335,45.45,2011.0,0.0,46.67,1.667
69,72.609,4.0,297.0,51.39,294.6,,,,,,,,,,,,,,,54.55,,,3.25,2.25,,2011.0,0.0,57.14,1.811
70,70.5725,4.083333333333333,288.5,64.72090909090909,274.25454545454545,108.386,160.842,2677.19,258.19,-0.4316363636363636,-0.3325454545454546,-0.6699999999999999,0.4877272727272727,1.9929999999999999,-0.3807272727272727,-0.16145454545454543,-0.11654545454545455,-0.10245454545454545,22.700909090909093,41.10454545454545,70.55727272727273,4.4363636363636365,2.6125000000000003,3.233333333333333,38.00181818181818,2011.0,0.0,60.92454545454545,1.7879090909090911
